Website,Title,Employer,Location,lat,lon,Country,Skills
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMwOTI3NjQwIiwicyI6Ik94VE5qckdiUkFTNnpId3E3NHJCR0EifQ.fYJOug_lK4TOkHJ1AtecJPp0UNu0hrvyJ5BPE7JDBZU,Visual Analytics / Unity Virtual Reality Developer,n/a,Holborn,51.51308,-0.134493,United Kingdom,software development|sdlc|hadoop|database|amazon web services|data mining|data management|cloudera
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMwOTI3NjQwIiwicyI6Ik94VE5qckdiUkFTNnpId3E3NHJCR0EifQ.fYJOug_lK4TOkHJ1AtecJPp0UNu0hrvyJ5BPE7JDBZU,Visual Analytics / Unity Virtual Reality Developer,n/a,Holborn,51.51631,-0.12441,United Kingdom,software development|sdlc|hadoop|database|amazon web services|data mining|data management|cloudera
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMwOTI3NjQwIiwicyI6Ik94VE5qckdiUkFTNnpId3E3NHJCR0EifQ.fYJOug_lK4TOkHJ1AtecJPp0UNu0hrvyJ5BPE7JDBZU,Visual Analytics / Unity Virtual Reality Developer,n/a,Holborn,51.51631,-0.12845,United Kingdom,software development|sdlc|hadoop|database|amazon web services|data mining|data management|cloudera
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMwOTI3NjQwIiwicyI6Ik94VE5qckdiUkFTNnpId3E3NHJCR0EifQ.fYJOug_lK4TOkHJ1AtecJPp0UNu0hrvyJ5BPE7JDBZU,Visual Analytics / Unity Virtual Reality Developer,n/a,Holborn,51.51631,-0.134493,United Kingdom,software development|sdlc|hadoop|database|amazon web services|data mining|data management|cloudera
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMwOTcwOTUyIiwicyI6Ik9feVBUT1VNVC0tcUZ2N1FvRWNVU1EifQ.Ji8KNxlfLMjZuEXRP7nnumgciQyttmB1tDSvgJtvLWc,Information Manager Team Leader Review Retention Disposal London South East England,Sue Hill Recruitment,East Boldon,54.94452,-1.42815,United Kingdom,linked data
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMwOTczMzk4IiwicyI6Ik9feVBUT1VNVC0tcUZ2N1FvRWNVU1EifQ.EUoU-nClkQIpGNddTCKgqjJKLsIiZjwlEppaWbeUB14,Information Manager London South East England,Sue Hill Recruitment,East Boldon,54.94452,-1.42815,United Kingdom,linked data
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMwOTk4MjI4IiwicyI6ImhSNjQ4NVZpUXZXdzFqSG50a1A2YWcifQ.-5hB2yzCwvZ1MhbFiq5zzy50SRPW48OC2bxlxAWfflQ,Lead <strong>Data</strong> Engineer - SQL Server, <strong>Big</strong> <strong>Data</strong>,Harnham,Victoria,51.503378,-0.139134,United Kingdom,hadoop|database|sql|python
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMwOTk4NDUwIiwicyI6Ik9feVBUT1VNVC0tcUZ2N1FvRWNVU1EifQ.jlAbv0K6y1CPefwlZX1pSwp1oftRoA7OSoiBkvxDfiQ,Hadoop Administrator (Hadoop, Java, SQL),First Utility,Guys Cliffe,52.281898,-1.58447,United Kingdom,java|hadoop|sql|business intelligence|artificial intelligence|data management
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMwOTk4NDUwIiwicyI6Ik9feVBUT1VNVC0tcUZ2N1FvRWNVU1EifQ.jlAbv0K6y1CPefwlZX1pSwp1oftRoA7OSoiBkvxDfiQ,Hadoop Administrator (Hadoop, Java, SQL),First Utility,Guys Cliffe,52.281898,-1.586058,United Kingdom,java|hadoop|sql|business intelligence|artificial intelligence|data management
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMwOTk4NDUwIiwicyI6Ik9feVBUT1VNVC0tcUZ2N1FvRWNVU1EifQ.jlAbv0K6y1CPefwlZX1pSwp1oftRoA7OSoiBkvxDfiQ,Hadoop Administrator (Hadoop, Java, SQL),First Utility,Guys Cliffe,52.284044,-1.58447,United Kingdom,java|hadoop|sql|business intelligence|artificial intelligence|data management
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMwOTk4NDUwIiwicyI6Ik9feVBUT1VNVC0tcUZ2N1FvRWNVU1EifQ.jlAbv0K6y1CPefwlZX1pSwp1oftRoA7OSoiBkvxDfiQ,Hadoop Administrator (Hadoop, Java, SQL),First Utility,Guys Cliffe,52.284044,-1.586058,United Kingdom,java|hadoop|sql|business intelligence|artificial intelligence|data management
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMDA2MjIwIiwicyI6ImFBZl82emN2U05lTG12MDlYQnpFOGcifQ.lsi7d8pLZYEn7uQ6I54UnZqeR2JN8cpebtfwnzX0KS4,Principal Lead - NES Digital Learning Management,NHS Education for Scotland ,United Kingdom,54.75844,-2.69531,United Kingdom,artificial intelligence|https
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMDQ4OTI4IiwicyI6IlBUbWNBUk55UWQtZFRUOU9PMkFxZXcifQ.Dzn93gzrA91-omYAOYqAL9B2S6ZAf9ArRrJA03mt6Tk,Account Manager/Director - Client Direct/Lead Generation,Dennis Publishing,Russell Square,51.519922,-0.137719,United Kingdom,data mining|oracle
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMDQ5MDc0IiwicyI6IkthcEhsWUZBUTBTQUJERXVETk5KaUEifQ.M4TWptZmJsoc2ngGhjwlXObXznXad3RL0VDibNde5lo,Information Systems Consultant - UK,Eccella,Nine Elms,51.485981,-0.11839,United Kingdom,analytics|data mining|business intelligence|artificial intelligence
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMDQzMjEwIiwicyI6IlNTYUxLcndZUUNXa2tfSkxfeVVyWEEifQ.vOScbGQgfqC7SBP0ej0Vs0H5hnzRGEtWnhaYAJUkajA,Hadoop Administrator (Hadoop, Java, SQL),Arca24.com,Guys Cliffe,52.281898,-1.58447,United Kingdom,java|hadoop|sql|business intelligence|artificial intelligence|data management
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMDQzMjEwIiwicyI6IlNTYUxLcndZUUNXa2tfSkxfeVVyWEEifQ.vOScbGQgfqC7SBP0ej0Vs0H5hnzRGEtWnhaYAJUkajA,Hadoop Administrator (Hadoop, Java, SQL),Arca24.com,Guys Cliffe,52.281898,-1.586058,United Kingdom,java|hadoop|sql|business intelligence|artificial intelligence|data management
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMDQzMjEwIiwicyI6IlNTYUxLcndZUUNXa2tfSkxfeVVyWEEifQ.vOScbGQgfqC7SBP0ej0Vs0H5hnzRGEtWnhaYAJUkajA,Hadoop Administrator (Hadoop, Java, SQL),Arca24.com,Guys Cliffe,52.284044,-1.58447,United Kingdom,java|hadoop|sql|business intelligence|artificial intelligence|data management
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMDQzMjEwIiwicyI6IlNTYUxLcndZUUNXa2tfSkxfeVVyWEEifQ.vOScbGQgfqC7SBP0ej0Vs0H5hnzRGEtWnhaYAJUkajA,Hadoop Administrator (Hadoop, Java, SQL),Arca24.com,Guys Cliffe,52.284044,-1.586058,United Kingdom,java|hadoop|sql|business intelligence|artificial intelligence|data management
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMDU0NTY3IiwicyI6ImgzNThZNEZmUUEyOUdfZFh0Y3FFUXcifQ.2b4RHlEqJsnVsZc3ogNp5n9PaaI3kTYL9n3KILOcFSk,MicroStrategy / BI Developer - 6-12 mths Dubai,Deerfoot IT Resources Ltd,United Kingdom,54.75844,-2.69531,United Kingdom,software development|sdlc|project management
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMDU0NzgwIiwicyI6IjFDZmlRSjFhU2l5dFdDOEd3Zk1rZGcifQ.W5QfKaf8NvOCEytDMALgeXdlS550kv-mglm9-V78n1M,Front End Developer - <strong>Big</strong> <strong>Data</strong> SMS Platform to help Charities connect,Recommend Recruitment,North West London,51.5585,-0.23827,United Kingdom,javascript|api|metadata|html|css|machine code|polymer
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMDU1Njg3IiwicyI6IjFDZmlRSjFhU2l5dFdDOEd3Zk1rZGcifQ.ubwKHyTuPFZLlLLtlnarHW_05citN3QIl6tz_zZ7TRo,Test Automation Developer (Cyber Security, Java, SQL, <strong>Big</strong> <strong>Data</strong>, ISEB),ANSON MCCADE,Guildford,51.236401,-0.570291,United Kingdom,software development|sdlc|java|automation|sql|leadership|software design
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMDU1OTU0IiwicyI6IjFDZmlRSjFhU2l5dFdDOEd3Zk1rZGcifQ.iMudMpcLDAUO8rl4Qyof61_kLlh2Qox9g2RJXcsk43s,Senior Security <strong>Data</strong> Scientist (Splunk, <strong>Big</strong> <strong>Data</strong>, Scripting),ANSON MCCADE,London,51.50853,-0.12574,United Kingdom,data science|data analysis|analysis|data mining|computer science|scripting language
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMDU1OTU4IiwicyI6IjFDZmlRSjFhU2l5dFdDOEd3Zk1rZGcifQ.qFHU7lozPEh6Vl3H2wJNvZClAj1K0aqMD7z3B7-DqeI,Embedded / DSP Software Engineer C / C++ - IoT / <strong>Big</strong> <strong>Data</strong>,Softweb Resourcing Limited,Cambridge,52.2,0.11667,United Kingdom,software engineer|linux|machine learning
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMDcxMjQwIiwicyI6IkthcEhsWUZBUTBTQUJERXVETk5KaUEifQ.THK0A04LyDadRo7U9AtV4Rkr0x7EKnkImMj_YqNav9w,Development Manager, Python, Javascript,n/a,Victoria,51.503378,-0.139134,United Kingdom,javascript|python|mysql|leadership|django|git
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMDcxNDA1IiwicyI6IlNTYUxLcndZUUNXa2tfSkxfeVVyWEEifQ.gGCt6M9N_a7qc30zLYUkjb7m8Pr9gnxJglUaesiWD5s,Hadoop Administrator (Hadoop, Java, SQL),n/a,Guys Cliffe,52.281898,-1.58447,United Kingdom,java|hadoop|sql|business intelligence|artificial intelligence|data management
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMDcxNDA1IiwicyI6IlNTYUxLcndZUUNXa2tfSkxfeVVyWEEifQ.gGCt6M9N_a7qc30zLYUkjb7m8Pr9gnxJglUaesiWD5s,Hadoop Administrator (Hadoop, Java, SQL),n/a,Guys Cliffe,52.281898,-1.586058,United Kingdom,java|hadoop|sql|business intelligence|artificial intelligence|data management
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMDcxNDA1IiwicyI6IlNTYUxLcndZUUNXa2tfSkxfeVVyWEEifQ.gGCt6M9N_a7qc30zLYUkjb7m8Pr9gnxJglUaesiWD5s,Hadoop Administrator (Hadoop, Java, SQL),n/a,Guys Cliffe,52.284044,-1.58447,United Kingdom,java|hadoop|sql|business intelligence|artificial intelligence|data management
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMDcxNDA1IiwicyI6IlNTYUxLcndZUUNXa2tfSkxfeVVyWEEifQ.gGCt6M9N_a7qc30zLYUkjb7m8Pr9gnxJglUaesiWD5s,Hadoop Administrator (Hadoop, Java, SQL),n/a,Guys Cliffe,52.284044,-1.586058,United Kingdom,java|hadoop|sql|business intelligence|artificial intelligence|data management
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMDk0OTUxIiwicyI6ImFBZl82emN2U05lTG12MDlYQnpFOGcifQ.MVDP_PUfR_fTEXpltf_Rilr2WDz_aRToiNvS9EQwXBg,Director Security Operations Centre (SOC),Pearson,Victoria,51.503378,-0.139134,United Kingdom,data mining|siem
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMDk2NTk4IiwicyI6ImNhSjJDMEtZU0RXYzhHdEc3NnRnd0EifQ.X2zPDB114EnGhqhSjUDHSP6GGyf-396FBT2jP3NCSW8,<strong>Big</strong> <strong>Data</strong> Architect - Hadoop | Spark | Hive | Design,Burns Sheehan Limited,Old Bailey,51.51583,-0.10191,United Kingdom,hadoop|python|architect|etl|software design
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMDk4NTgwIiwicyI6ImFBZl82emN2U05lTG12MDlYQnpFOGcifQ.rPH0iCWTMEygaBdrtZNJm-VJl1SLjzq3F-J2Hj5a5fs,Technical Implementation Specialist,Informatiq Consulting Limited,Eton,51.5093,-0.595448,United Kingdom,python
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMTM1NjMxIiwicyI6IjFDZmlRSjFhU2l5dFdDOEd3Zk1rZGcifQ.EnMTWltMO7R8_27p7HsmCvVFQ-FTd5765SOPzwYZBkg,BigData Director <strong>Big</strong> <strong>Data</strong> and Analytics technology,n/a,United Kingdom,54.75844,-2.69531,United Kingdom,analytics|data mining|etl|data warehouse|business intelligence|artificial intelligence
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMTM1NjMzIiwicyI6IjFDZmlRSjFhU2l5dFdDOEd3Zk1rZGcifQ.FmWAJcE6jKiMcTtmSkDFYHWdOFHZ0QBIt18KZ81DWrA,BigData Director <strong>Big</strong> <strong>Data</strong> and Analytics technology,n/a,Victoria,51.503378,-0.139134,United Kingdom,analytics|data mining|etl|data warehouse|business intelligence|artificial intelligence
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMTU2MDA1IiwicyI6ImFBZl82emN2U05lTG12MDlYQnpFOGcifQ.5JSOUtpxpG87ft0MUsfVPVxRlOq01aXhpnrG-6QrgAo,Senior Full stack Net Developer in Crewe,n/a,Crewe,53.0951,-2.44177,United Kingdom,software development|sdlc|soa
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMTU2MDIzIiwicyI6ImFBZl82emN2U05lTG12MDlYQnpFOGcifQ.IxRWmmB0ojZlIMmN5-x-6DZrxbz9a-Mr1V4NQLQva_s,Net Developer Full Stack - Warrington,n/a,Latchford,53.370679,-2.58699,United Kingdom,metadata|html|css
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMTU2MDIzIiwicyI6ImFBZl82emN2U05lTG12MDlYQnpFOGcifQ.IxRWmmB0ojZlIMmN5-x-6DZrxbz9a-Mr1V4NQLQva_s,Net Developer Full Stack - Warrington,n/a,Latchford,53.370679,-2.598465,United Kingdom,metadata|html|css
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMTU2MDIzIiwicyI6ImFBZl82emN2U05lTG12MDlYQnpFOGcifQ.IxRWmmB0ojZlIMmN5-x-6DZrxbz9a-Mr1V4NQLQva_s,Net Developer Full Stack - Warrington,n/a,Latchford,53.392601,-2.58699,United Kingdom,metadata|html|css
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMTU2MDIzIiwicyI6ImFBZl82emN2U05lTG12MDlYQnpFOGcifQ.IxRWmmB0ojZlIMmN5-x-6DZrxbz9a-Mr1V4NQLQva_s,Net Developer Full Stack - Warrington,n/a,Latchford,53.392601,-2.598465,United Kingdom,metadata|html|css
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMTU2NDgyIiwicyI6ImFBZl82emN2U05lTG12MDlYQnpFOGcifQ.o8g79jr7OHpZu7YTgnHP6RvrSdbzE0sMzn3REPOR-jo,Solution Architect,n/a,Richmond Hill,53.799599,-1.54912,United Kingdom,software engineering|mysql|php
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMjMzNjI2IiwicyI6ImFBZl82emN2U05lTG12MDlYQnpFOGcifQ.4RS5BpCd2MCLMJkBe1CrvVi_K5apiRQLw6---z2S_p4,Personal Assistant to Director (Hotels) MATERNITY COVER from December 2015 - London,COREcruitment International,West Wickham,51.375401,-0.014667,United Kingdom,data analysis
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMzI3OTY0IiwicyI6ImFBZl82emN2U05lTG12MDlYQnpFOGcifQ.JZGc77pIoF5BQaFC0UuS-OteKGmFY3eoAcnQzc8Km7o,Net Developer Full Stack - Warrington,n/a,United Kingdom,54.75844,-2.69531,United Kingdom,metadata|html|css
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMzc1NDcyIiwicyI6IjFDZmlRSjFhU2l5dFdDOEd3Zk1rZGcifQ.d3WtxV3dTY5GHYZWO7jGoQCdEHaE_pVuyuNnzXiEoN8,Senior Business Solutions Consultant (Pre-sales/<strong>Big</strong> <strong>Data</strong>/Compliance/Fraud),ANSON MCCADE,Guildford,51.236401,-0.570291,United Kingdom,assurance|sales
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMzc1NTUwIiwicyI6IjFDZmlRSjFhU2l5dFdDOEd3Zk1rZGcifQ.vFSw1lN7UIhbhM3KdFK3xrodrxzhXoaMYqSIzyuT-Fs,Developer - Linked <strong>Data</strong> - Semantic Web - <strong>Big</strong> <strong>Data</strong> - London,Experis Ltd,Lee,51.451818,-0.02806,United Kingdom,software development|sdlc|semantic web|leadership|data modeling|artificial intelligence|linked data|rdf|robotics
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMzc1NjE0IiwicyI6ImgzNThZNEZmUUEyOUdfZFh0Y3FFUXcifQ.5UOPNLAVOlt5FzZxWSoEihce3O7FPP4VbNt0gKK2IFQ,Senior Business Solutions Consultant (Insurance, Fraud, Financial Crime, Compliance, Technology, IT, Delivery, Sales),ANSON MCCADE,London,51.50853,-0.12574,United Kingdom,finance
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMzc1ODQ1IiwicyI6ImVucDVVc04tUWRHdWNjeVRxY2pGQ2cifQ.yV_Nvljj5XQdNHTnNk77GTRmzbIQ2OG04OnYoND8zzk,Java/ Python Developer (Java / Python, SQL / Big Data / Hadoop),ANSON MCCADE,Hempsted,51.866699,-2.24867,United Kingdom,software development|sdlc|java|hadoop|sql|python
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMzc2MDc3IiwicyI6IjhGOWhpaDVCUUc2eFRwblBSWjljZ1EifQ.GJdEMjIWzlRuOmZmIjNY0G_SNj2kents8FDovmMM-o4,Stealth Start-up Developer - OO Background/Functional/Python,TEKsystems,London,51.50853,-0.12574,United Kingdom,software development|sdlc|python|machine learning|data mining|statistics
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMzc2MjgyIiwicyI6IjFDZmlRSjFhU2l5dFdDOEd3Zk1rZGcifQ.qB3qZF_KqWsXHx4wapEP_h94Sojz0ZyGFuCTZU1v4YQ,<strong>Data</strong> Architect (DV Clearance, <strong>Big</strong> <strong>Data</strong>, Teradata, Hadoop, ETL),ANSON MCCADE,London,51.50853,-0.12574,United Kingdom,hadoop|etl|assurance
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMzc2Mzg2IiwicyI6IjhGOWhpaDVCUUc2eFRwblBSWjljZ1EifQ.uJRSVub-wM3JNZvlyWdQHgdaKamwPXEtdpNgIx6138E,Python Developer UK/EU Citizen Only,TEKsystems,London,51.50853,-0.12574,United Kingdom,software development|sdlc|python|machine learning|data mining|statistics|design
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMzc2NDUyIiwicyI6IjFDZmlRSjFhU2l5dFdDOEd3Zk1rZGcifQ.QRId3Rl2F1Jj1UHAwXWoVFG0mdPzgtOpViNEbGzNees,Java/ Python Developer (Java / Python, SQL / <strong>Big</strong> <strong>Data</strong> / Hadoop),ANSON MCCADE,Guildford,51.236401,-0.570291,United Kingdom,software development|sdlc|java|hadoop|sql|python|leadership
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMzc2NDUyIiwicyI6ImVucDVVc04tUWRHdWNjeVRxY2pGQ2cifQ.b-9ndB3wP0fnJE42BpBSAX437lntZramepQVjzZS9Nk,Java/ Python Developer (Java / Python, SQL / Big Data / Hadoop),ANSON MCCADE,Guildford,51.236401,-0.570291,United Kingdom,software development|sdlc|java|hadoop|sql|python
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxMzc2NTQ2IiwicyI6IjFDZmlRSjFhU2l5dFdDOEd3Zk1rZGcifQ.qQMwXSYcSGOQTFT0mNCLT2E49JmtxkJ5juSieB4nkS0,<strong>Data</strong> Architect (<strong>BIG</strong> <strong>DATA</strong> / ETL / SAS / R / ORACLE / HADOOP),ANSON MCCADE,London,51.50853,-0.12574,United Kingdom,data analysis|etl|oracle|xml
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxNDE5NjYzIiwicyI6ImNhSjJDMEtZU0RXYzhHdEc3NnRnd0EifQ.M_h4FDWveZLM4-CFMnOOEr4EcYKskDYoIdkSwey7GL8,<strong>Big</strong> <strong>Data</strong> - Business Analyst Consultant - Data Scientist,J & C Associates Limited,Saltley,52.483002,-1.89359,United Kingdom,data science|data analysis|computer science|project management
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxNDI1MzE5IiwicyI6ImFBZl82emN2U05lTG12MDlYQnpFOGcifQ.GpAwtGct0PL9oxV4Og6r72H-1Qk91CLpcQPLFMPiPCE,IT Account Manager - Hot Desk,Oliver George Consulting Ltd,Leigh Woods,51.455299,-2.5919,United Kingdom,user experience
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxNDI5MTY2IiwicyI6ImNhSjJDMEtZU0RXYzhHdEc3NnRnd0EifQ.PG6cim8COZtG_ECWrzW2qgNbesTGWlS4yLuqINObcnc,Software Engineer- Python, <strong>Big</strong> <strong>Data</strong>, machine learning,London Office,Victoria,51.503378,-0.139134,United Kingdom,software development|sdlc|software engineer|java|python|machine learning|php
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxNDIxMDMyIiwicyI6IkthcEhsWUZBUTBTQUJERXVETk5KaUEifQ.urRSTMvHK7J6PGCnbCa7hJzLdXCGXNqPtM0GDsVyPgE,Software Engineer: Go | Node js | JavaScript,Techfolk Limited,Leigh Woods,51.455299,-2.5919,United Kingdom,javascript|software development|sdlc|software engineer|compiler
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxNTk5MTQ0IiwicyI6ImFBZl82emN2U05lTG12MDlYQnpFOGcifQ.bbiMPyGiS5X54lzmpoqSoZf1IB6Q767Ay-9czKAC_9Y,Electronic Hardware Design Engineer Salisbury Wiltshire,EMBS,Bishops Cannings,51.352379,-1.941596,United Kingdom,design|hardware
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxNjA4NDU0IiwicyI6IlRWd0cwTDkzVDYtUjJWbDB0bzFtdmcifQ.4147wV8Py3qiDI6V_kzp-Q-qxYbheK90DpP8ViHAUpw,Software Specialist London South East England,Amey Plc,East Boldon,54.94452,-1.42815,United Kingdom,hadoop|nosql|amazon web services|mysql|oracle|mongodb|neo4j
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxNjU2MzkyIiwicyI6Ik9feVBUT1VNVC0tcUZ2N1FvRWNVU1EifQ.RLixBAu9I2dN97C8jgiMv40VT0AMefIMurTUJV4NXE8,Data Analyst - Intelligent Manufacturing - IRC211617,Research Councils UK,Latchford,53.370679,-2.58699,United Kingdom,data analysis|analysis|project management|software engineering|artificial intelligence|compiler|scripting language
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxNjU2MzkyIiwicyI6Ik9feVBUT1VNVC0tcUZ2N1FvRWNVU1EifQ.RLixBAu9I2dN97C8jgiMv40VT0AMefIMurTUJV4NXE8,Data Analyst - Intelligent Manufacturing - IRC211617,Research Councils UK,Latchford,53.370679,-2.598465,United Kingdom,data analysis|analysis|project management|software engineering|artificial intelligence|compiler|scripting language
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxNjU2MzkyIiwicyI6Ik9feVBUT1VNVC0tcUZ2N1FvRWNVU1EifQ.RLixBAu9I2dN97C8jgiMv40VT0AMefIMurTUJV4NXE8,Data Analyst - Intelligent Manufacturing - IRC211617,Research Councils UK,Latchford,53.392601,-2.58699,United Kingdom,data analysis|analysis|project management|software engineering|artificial intelligence|compiler|scripting language
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxNjU2MzkyIiwicyI6Ik9feVBUT1VNVC0tcUZ2N1FvRWNVU1EifQ.RLixBAu9I2dN97C8jgiMv40VT0AMefIMurTUJV4NXE8,Data Analyst - Intelligent Manufacturing - IRC211617,Research Councils UK,Latchford,53.392601,-2.598465,United Kingdom,data analysis|analysis|project management|software engineering|artificial intelligence|compiler|scripting language
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxNjgwNDU4IiwicyI6IkthcEhsWUZBUTBTQUJERXVETk5KaUEifQ.VHrqFZK349a5rTOzTq5U1uP-cmxDG33fo2aQ-m_-uHE,Database Administrator,n/a,Warren Street,51.247582,0.759211,United Kingdom,database|data management
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzMxNzI0NDEwIiwicyI6IlNTYUxLcndZUUNXa2tfSkxfeVVyWEEifQ.kaxAHpDEJFXgd8oVFOHPA4ivk2Ac-Uk44MN5aThJB08,Data Analyst : Intelligent Manufacturing : IRC211617,Research Councils UK,Latchford,53.370679,-2.58699,United Kingdom,data analysis|analysis|project management|software engineering|artificial intelligence|compiler|scripting language
